class,fea47,fea15,fea62,fea59,fea23,fea18,fea5,fea31,fea19,fea46,fea58,fea25,fea51,fea17,fea33,fea6,fea52,fea57,fea45,fea54,fea20,fea50,fea61,fea14,63,fea35,fea29,fea55,fea28,fea13,fea34,fea53,fea43,fea36,fea21,fea56,fea37,fea4,fea3,fea16,fea39,fea7,fea30,fea1,fea49,fea8,fea22,fea9,fea12,fea41,fea60,fea42,fea48,fea27,fea32,fea38,fea26,fea40,fea44,fea2,fea11,fea10,fea24
1.0,22.0,16.0,25.0,21.0,13.0,18.0,14.0,18.0,12.0,19.0,20.0,13.0,20.0,17.0,19.0,13.0,13.0,22.0,23.0,18.0,17.0,17.0,15.0,18.0,20.0,15.0,16.0,21.0,16.0,13.0,24.0,14.0,21.0,14.0,11.0,22.0,16.0,15.0,16.0,12.0,19.0,19.0,22.0,12.0,16.0,19.0,13.0,15.0,16.0,16.0,16.0,16.0,14.0,19.0,14.0,16.0,13.0,15.0,19.0,12.0,22.0,18.0,16.0
1.0,15.0,13.0,16.0,16.0,19.0,13.0,14.0,21.0,18.0,16.0,19.0,13.0,16.0,17.0,11.0,9.0,18.0,18.0,16.0,13.0,15.0,13.0,21.0,19.0,19.0,15.0,15.0,19.0,13.0,19.0,12.0,21.0,14.0,14.0,19.0,16.0,12.0,14.0,15.0,13.0,13.0,16.0,18.0,12.0,13.0,15.0,13.0,12.0,13.0,11.0,12.0,17.0,12.0,19.0,13.0,15.0,8.0,10.0,16.0,11.0,14.0,8.0,10.0
1.0,14.0,12.0,13.0,11.0,19.0,7.0,15.0,17.0,11.0,11.0,14.0,16.0,10.0,15.0,10.0,9.0,9.0,10.0,13.0,13.0,17.0,9.0,15.0,7.0,9.0,7.0,17.0,18.0,10.0,11.0,13.0,17.0,15.0,7.0,22.0,9.0,23.0,9.0,7.0,8.0,11.0,11.0,14.0,8.0,10.0,10.0,19.0,9.0,5.0,15.0,15.0,17.0,8.0,11.0,8.0,13.0,17.0,12.0,7.0,9.0,7.0,11.0,6.0
1.0,10.0,7.0,10.0,10.0,17.0,9.0,13.0,16.0,11.0,15.0,17.0,14.0,7.0,14.0,10.0,7.0,10.0,14.0,17.0,11.0,16.0,11.0,13.0,14.0,12.0,13.0,17.0,16.0,10.0,9.0,14.0,19.0,17.0,10.0,22.0,13.0,18.0,6.0,4.0,7.0,15.0,13.0,14.0,6.0,8.0,10.0,16.0,13.0,5.0,15.0,9.0,23.0,6.0,10.0,9.0,13.0,15.0,15.0,8.0,13.0,14.0,14.0,8.0
1.0,16.0,15.0,17.0,15.0,16.0,14.0,10.0,17.0,17.0,16.0,23.0,12.0,13.0,12.0,16.0,13.0,14.0,17.0,15.0,17.0,12.0,16.0,18.0,20.0,14.0,14.0,13.0,16.0,12.0,14.0,14.0,13.0,19.0,15.0,15.0,15.0,14.0,14.0,14.0,13.0,14.0,14.0,18.0,10.0,12.0,18.0,9.0,15.0,10.0,14.0,13.0,24.0,11.0,12.0,15.0,14.0,16.0,14.0,16.0,19.0,18.0,12.0,12.0
1.0,11.0,13.0,11.0,15.0,8.0,10.0,10.0,11.0,11.0,11.0,11.0,7.0,9.0,12.0,8.0,7.0,15.0,13.0,12.0,10.0,10.0,9.0,13.0,14.0,9.0,12.0,7.0,14.0,11.0,10.0,14.0,7.0,9.0,9.0,9.0,12.0,9.0,10.0,12.0,10.0,11.0,10.0,14.0,8.0,8.0,13.0,9.0,10.0,7.0,6.0,12.0,9.0,11.0,7.0,9.0,7.0,8.0,11.0,7.0,9.0,11.0,8.0,11.0
1.0,17.0,16.0,17.0,19.0,15.0,13.0,12.0,16.0,19.0,21.0,20.0,14.0,10.0,13.0,13.0,9.0,13.0,17.0,15.0,14.0,16.0,14.0,14.0,15.0,19.0,14.0,15.0,14.0,9.0,16.0,20.0,19.0,20.0,17.0,14.0,16.0,13.0,12.0,14.0,12.0,15.0,14.0,18.0,7.0,14.0,15.0,13.0,14.0,10.0,17.0,18.0,19.0,13.0,16.0,12.0,17.0,13.0,18.0,15.0,13.0,13.0,21.0,11.0
1.0,10.0,3.0,10.0,11.0,20.0,12.0,13.0,15.0,10.0,14.0,17.0,23.0,5.0,22.0,12.0,11.0,16.0,15.0,20.0,14.0,13.0,11.0,15.0,10.0,7.0,9.0,22.0,20.0,15.0,13.0,16.0,20.0,16.0,15.0,29.0,10.0,20.0,9.0,2.0,9.0,18.0,13.0,20.0,5.0,8.0,10.0,20.0,13.0,0.0,20.0,4.0,27.0,3.0,10.0,8.0,19.0,20.0,14.0,8.0,12.0,11.0,13.0,10.0
1.0,15.0,19.0,17.0,15.0,10.0,5.0,5.0,13.0,13.0,9.0,13.0,5.0,16.0,7.0,8.0,10.0,13.0,10.0,11.0,11.0,5.0,15.0,15.0,14.0,24.0,17.0,10.0,15.0,11.0,13.0,11.0,11.0,10.0,6.0,4.0,13.0,4.0,8.0,12.0,7.0,9.0,10.0,11.0,9.0,10.0,12.0,5.0,6.0,12.0,6.0,19.0,7.0,13.0,10.0,9.0,8.0,9.0,11.0,11.0,7.0,10.0,6.0,9.0
1.0,15.0,21.0,18.0,16.0,13.0,18.0,15.0,17.0,19.0,13.0,15.0,15.0,21.0,17.0,13.0,11.0,22.0,15.0,16.0,9.0,17.0,15.0,14.0,17.0,17.0,17.0,10.0,16.0,15.0,17.0,16.0,11.0,12.0,19.0,16.0,20.0,13.0,17.0,24.0,22.0,12.0,19.0,19.0,17.0,15.0,20.0,13.0,14.0,25.0,11.0,21.0,8.0,26.0,12.0,17.0,12.0,8.0,13.0,16.0,23.0,20.0,14.0,10.0
1.0,17.0,31.0,19.0,24.0,6.0,6.0,10.0,19.0,17.0,16.0,15.0,6.0,31.0,8.0,8.0,9.0,8.0,12.0,8.0,10.0,11.0,17.0,18.0,21.0,29.0,18.0,7.0,25.0,17.0,18.0,7.0,7.0,13.0,9.0,3.0,16.0,4.0,19.0,26.0,16.0,12.0,12.0,12.0,12.0,21.0,16.0,4.0,8.0,23.0,5.0,29.0,5.0,18.0,11.0,15.0,6.0,5.0,9.0,21.0,14.0,14.0,7.0,7.0
1.0,15.0,11.0,15.0,17.0,14.0,14.0,9.0,15.0,10.0,11.0,16.0,13.0,13.0,8.0,10.0,9.0,10.0,14.0,13.0,10.0,14.0,14.0,12.0,16.0,8.0,10.0,15.0,13.0,13.0,6.0,18.0,13.0,14.0,10.0,10.0,13.0,14.0,11.0,11.0,13.0,18.0,16.0,17.0,10.0,17.0,12.0,8.0,18.0,10.0,13.0,13.0,14.0,9.0,14.0,11.0,16.0,8.0,15.0,17.0,12.0,14.0,15.0,9.0
1.0,20.0,16.0,23.0,16.0,17.0,15.0,16.0,13.0,15.0,19.0,18.0,12.0,15.0,12.0,13.0,10.0,11.0,21.0,11.0,16.0,16.0,15.0,14.0,15.0,13.0,18.0,14.0,16.0,18.0,18.0,11.0,14.0,16.0,20.0,15.0,19.0,19.0,14.0,16.0,18.0,15.0,15.0,17.0,18.0,12.0,14.0,15.0,15.0,15.0,19.0,12.0,15.0,14.0,11.0,21.0,14.0,13.0,13.0,11.0,19.0,17.0,14.0,16.0
1.0,22.0,20.0,23.0,23.0,10.0,14.0,9.0,21.0,15.0,18.0,19.0,8.0,17.0,8.0,4.0,8.0,15.0,18.0,20.0,15.0,14.0,17.0,17.0,19.0,25.0,17.0,15.0,21.0,13.0,13.0,13.0,14.0,19.0,10.0,9.0,16.0,8.0,9.0,14.0,11.0,17.0,17.0,16.0,12.0,18.0,12.0,7.0,13.0,12.0,8.0,23.0,13.0,15.0,17.0,10.0,11.0,8.0,9.0,19.0,11.0,21.0,12.0,8.0
1.0,18.0,30.0,23.0,17.0,9.0,10.0,11.0,23.0,16.0,12.0,13.0,6.0,28.0,10.0,11.0,8.0,19.0,11.0,9.0,7.0,10.0,15.0,18.0,17.0,28.0,16.0,9.0,17.0,16.0,13.0,6.0,5.0,12.0,8.0,3.0,24.0,9.0,19.0,28.0,20.0,16.0,20.0,13.0,19.0,18.0,14.0,6.0,11.0,27.0,9.0,26.0,5.0,23.0,6.0,23.0,5.0,7.0,9.0,16.0,19.0,20.0,6.0,8.0
1.0,11.0,4.0,9.0,15.0,19.0,15.0,12.0,20.0,17.0,13.0,14.0,24.0,7.0,25.0,12.0,12.0,20.0,15.0,20.0,19.0,15.0,10.0,20.0,13.0,5.0,10.0,23.0,23.0,16.0,18.0,15.0,19.0,18.0,18.0,29.0,14.0,20.0,14.0,4.0,13.0,20.0,19.0,23.0,9.0,11.0,12.0,18.0,16.0,3.0,18.0,6.0,23.0,6.0,10.0,8.0,14.0,22.0,14.0,9.0,14.0,11.0,15.0,8.0
1.0,19.0,24.0,19.0,24.0,7.0,8.0,7.0,15.0,19.0,10.0,11.0,6.0,26.0,8.0,9.0,11.0,13.0,10.0,7.0,5.0,6.0,18.0,17.0,18.0,28.0,18.0,1.0,17.0,15.0,16.0,8.0,7.0,9.0,12.0,4.0,13.0,6.0,14.0,22.0,10.0,9.0,10.0,11.0,7.0,18.0,16.0,6.0,10.0,27.0,8.0,23.0,4.0,24.0,7.0,11.0,7.0,7.0,11.0,17.0,17.0,13.0,11.0,5.0
1.0,20.0,20.0,21.0,20.0,13.0,14.0,12.0,16.0,15.0,19.0,18.0,5.0,20.0,15.0,12.0,13.0,16.0,17.0,14.0,10.0,11.0,13.0,16.0,19.0,24.0,15.0,13.0,20.0,11.0,14.0,16.0,11.0,21.0,14.0,7.0,21.0,10.0,17.0,17.0,14.0,11.0,13.0,17.0,14.0,13.0,19.0,9.0,9.0,15.0,12.0,19.0,11.0,13.0,13.0,13.0,7.0,11.0,9.0,14.0,12.0,14.0,14.0,10.0
1.0,20.0,22.0,23.0,23.0,11.0,14.0,6.0,13.0,17.0,18.0,18.0,9.0,22.0,10.0,12.0,10.0,11.0,17.0,13.0,8.0,12.0,12.0,16.0,19.0,20.0,14.0,11.0,18.0,12.0,12.0,17.0,14.0,14.0,16.0,7.0,21.0,8.0,18.0,16.0,16.0,11.0,14.0,19.0,13.0,17.0,15.0,4.0,14.0,16.0,9.0,17.0,10.0,15.0,15.0,15.0,14.0,3.0,12.0,21.0,16.0,16.0,13.0,9.0
1.0,19.0,18.0,23.0,20.0,12.0,12.0,11.0,21.0,12.0,15.0,15.0,7.0,20.0,13.0,9.0,9.0,14.0,15.0,16.0,13.0,12.0,13.0,18.0,13.0,28.0,12.0,12.0,18.0,14.0,12.0,10.0,13.0,16.0,11.0,10.0,16.0,6.0,10.0,13.0,10.0,16.0,16.0,15.0,11.0,12.0,9.0,6.0,12.0,15.0,10.0,17.0,12.0,16.0,15.0,7.0,10.0,11.0,9.0,15.0,10.0,15.0,12.0,5.0
1.0,17.0,21.0,20.0,13.0,19.0,11.0,16.0,21.0,12.0,17.0,17.0,9.0,12.0,11.0,12.0,11.0,12.0,18.0,13.0,15.0,15.0,14.0,19.0,9.0,18.0,13.0,23.0,22.0,14.0,11.0,15.0,17.0,17.0,9.0,17.0,14.0,12.0,9.0,12.0,10.0,16.0,16.0,16.0,11.0,18.0,12.0,11.0,10.0,9.0,11.0,21.0,13.0,14.0,15.0,10.0,11.0,12.0,15.0,15.0,10.0,14.0,14.0,12.0
1.0,16.0,16.0,12.0,12.0,15.0,14.0,12.0,14.0,14.0,13.0,20.0,17.0,11.0,13.0,13.0,10.0,11.0,14.0,16.0,17.0,14.0,11.0,15.0,14.0,21.0,18.0,14.0,15.0,8.0,17.0,10.0,19.0,17.0,16.0,17.0,13.0,14.0,10.0,15.0,9.0,14.0,15.0,19.0,11.0,10.0,10.0,15.0,13.0,10.0,17.0,18.0,13.0,13.0,15.0,12.0,18.0,15.0,16.0,9.0,8.0,10.0,11.0,13.0
1.0,13.0,19.0,14.0,11.0,4.0,10.0,9.0,13.0,17.0,15.0,15.0,3.0,21.0,8.0,8.0,9.0,13.0,14.0,14.0,11.0,15.0,13.0,11.0,17.0,19.0,14.0,9.0,15.0,11.0,15.0,7.0,10.0,12.0,15.0,7.0,17.0,6.0,11.0,19.0,16.0,8.0,18.0,11.0,14.0,16.0,11.0,5.0,9.0,21.0,6.0,20.0,7.0,17.0,12.0,17.0,3.0,5.0,11.0,15.0,20.0,22.0,9.0,7.0
1.0,20.0,19.0,20.0,22.0,10.0,11.0,7.0,13.0,14.0,17.0,17.0,7.0,21.0,11.0,8.0,7.0,13.0,12.0,14.0,13.0,9.0,15.0,16.0,17.0,20.0,15.0,9.0,16.0,10.0,13.0,14.0,9.0,12.0,12.0,7.0,15.0,11.0,16.0,15.0,15.0,8.0,14.0,16.0,14.0,10.0,14.0,8.0,10.0,17.0,10.0,15.0,8.0,12.0,13.0,13.0,8.0,7.0,12.0,16.0,15.0,20.0,11.0,8.0
1.0,18.0,16.0,14.0,17.0,7.0,15.0,8.0,10.0,15.0,14.0,14.0,6.0,14.0,13.0,13.0,11.0,16.0,12.0,11.0,6.0,12.0,18.0,13.0,17.0,15.0,11.0,7.0,11.0,13.0,11.0,18.0,8.0,11.0,14.0,3.0,17.0,10.0,15.0,21.0,14.0,10.0,16.0,15.0,13.0,15.0,17.0,6.0,17.0,17.0,9.0,18.0,9.0,21.0,12.0,17.0,10.0,7.0,16.0,20.0,17.0,19.0,14.0,8.0
1.0,18.0,13.0,18.0,17.0,14.0,10.0,13.0,14.0,13.0,12.0,15.0,9.0,13.0,13.0,13.0,10.0,13.0,16.0,13.0,10.0,9.0,15.0,11.0,16.0,14.0,14.0,10.0,14.0,12.0,11.0,12.0,7.0,12.0,13.0,6.0,14.0,12.0,14.0,12.0,12.0,11.0,13.0,17.0,12.0,12.0,13.0,9.0,12.0,13.0,13.0,16.0,16.0,14.0,15.0,10.0,15.0,10.0,12.0,17.0,11.0,12.0,11.0,10.0
1.0,15.0,17.0,16.0,19.0,11.0,12.0,13.0,15.0,14.0,11.0,11.0,8.0,16.0,13.0,12.0,10.0,11.0,11.0,7.0,7.0,10.0,14.0,14.0,17.0,19.0,16.0,12.0,18.0,17.0,13.0,7.0,10.0,13.0,13.0,7.0,12.0,8.0,17.0,14.0,13.0,11.0,16.0,12.0,12.0,19.0,14.0,10.0,12.0,13.0,8.0,17.0,8.0,13.0,6.0,6.0,7.0,12.0,7.0,12.0,7.0,7.0,6.0,7.0
1.0,13.0,13.0,17.0,18.0,9.0,14.0,5.0,14.0,12.0,16.0,16.0,10.0,13.0,10.0,4.0,6.0,11.0,16.0,13.0,11.0,12.0,9.0,14.0,15.0,16.0,9.0,7.0,9.0,6.0,8.0,7.0,12.0,13.0,11.0,7.0,12.0,9.0,11.0,10.0,10.0,12.0,11.0,15.0,6.0,12.0,4.0,9.0,11.0,8.0,7.0,9.0,9.0,4.0,15.0,9.0,12.0,9.0,10.0,15.0,7.0,12.0,9.0,4.0
1.0,51.0,41.0,51.0,54.0,52.0,41.0,31.0,55.0,37.0,55.0,54.0,35.0,42.0,26.0,32.0,33.0,37.0,52.0,44.0,47.0,31.0,42.0,54.0,52.0,55.0,59.0,46.0,58.0,33.0,44.0,37.0,42.0,52.0,40.0,40.0,46.0,38.0,21.0,31.0,26.0,44.0,29.0,49.0,24.0,33.0,35.0,27.0,38.0,32.0,40.0,41.0,52.0,25.0,39.0,37.0,43.0,39.0,43.0,36.0,34.0,40.0,41.0,37.0
1.0,16.0,17.0,17.0,19.0,14.0,16.0,15.0,15.0,14.0,20.0,18.0,13.0,11.0,13.0,13.0,13.0,14.0,18.0,15.0,13.0,17.0,16.0,16.0,19.0,21.0,14.0,18.0,20.0,15.0,12.0,15.0,13.0,18.0,13.0,13.0,15.0,12.0,14.0,16.0,15.0,15.0,12.0,14.0,15.0,14.0,10.0,8.0,13.0,8.0,13.0,16.0,19.0,15.0,12.0,12.0,14.0,12.0,18.0,17.0,11.0,16.0,19.0,11.0
1.0,20.0,19.0,19.0,20.0,14.0,17.0,15.0,19.0,16.0,22.0,22.0,18.0,19.0,14.0,13.0,14.0,21.0,21.0,19.0,18.0,13.0,15.0,21.0,20.0,20.0,17.0,20.0,23.0,14.0,20.0,20.0,17.0,18.0,18.0,14.0,18.0,15.0,16.0,19.0,20.0,23.0,13.0,19.0,21.0,11.0,17.0,16.0,17.0,12.0,19.0,18.0,19.0,16.0,21.0,19.0,19.0,16.0,21.0,17.0,15.0,18.0,16.0,12.0
1.0,18.0,16.0,16.0,20.0,18.0,23.0,11.0,19.0,18.0,17.0,17.0,22.0,13.0,17.0,17.0,18.0,19.0,18.0,15.0,14.0,18.0,13.0,20.0,18.0,22.0,17.0,21.0,19.0,14.0,15.0,16.0,18.0,14.0,17.0,13.0,18.0,16.0,22.0,18.0,19.0,22.0,17.0,22.0,16.0,18.0,18.0,10.0,20.0,16.0,13.0,13.0,12.0,12.0,14.0,19.0,18.0,14.0,19.0,14.0,16.0,17.0,14.0,14.0
1.0,35.0,41.0,32.0,36.0,24.0,16.0,19.0,35.0,31.0,24.0,22.0,13.0,42.0,19.0,14.0,18.0,32.0,19.0,29.0,23.0,15.0,26.0,36.0,26.0,52.0,23.0,26.0,36.0,23.0,24.0,16.0,24.0,26.0,19.0,15.0,26.0,9.0,23.0,22.0,23.0,23.0,24.0,22.0,24.0,23.0,17.0,14.0,18.0,27.0,11.0,39.0,11.0,23.0,25.0,16.0,11.0,14.0,12.0,26.0,17.0,28.0,13.0,14.0
1.0,17.0,13.0,18.0,16.0,28.0,23.0,28.0,17.0,23.0,20.0,21.0,38.0,13.0,25.0,27.0,26.0,18.0,27.0,28.0,29.0,27.0,18.0,19.0,18.0,12.0,19.0,28.0,24.0,19.0,22.0,23.0,26.0,21.0,31.0,36.0,19.0,34.0,20.0,11.0,24.0,20.0,20.0,28.0,21.0,21.0,15.0,32.0,23.0,14.0,28.0,11.0,29.0,13.0,23.0,16.0,32.0,27.0,23.0,21.0,21.0,22.0,24.0,27.0
1.0,15.0,13.0,13.0,14.0,10.0,9.0,7.0,12.0,11.0,14.0,9.0,10.0,15.0,13.0,8.0,10.0,11.0,14.0,10.0,9.0,7.0,11.0,13.0,12.0,12.0,9.0,10.0,13.0,11.0,9.0,7.0,9.0,10.0,12.0,7.0,13.0,9.0,11.0,12.0,8.0,9.0,12.0,11.0,10.0,10.0,5.0,8.0,10.0,12.0,8.0,14.0,9.0,13.0,13.0,10.0,13.0,10.0,8.0,12.0,8.0,13.0,4.0,7.0
1.0,21.0,19.0,21.0,20.0,4.0,12.0,8.0,14.0,11.0,16.0,18.0,9.0,20.0,8.0,8.0,8.0,11.0,11.0,11.0,16.0,8.0,14.0,19.0,16.0,25.0,16.0,9.0,15.0,9.0,10.0,11.0,8.0,15.0,13.0,8.0,16.0,6.0,14.0,16.0,14.0,13.0,10.0,11.0,13.0,12.0,11.0,10.0,13.0,18.0,10.0,18.0,14.0,15.0,13.0,19.0,11.0,12.0,17.0,16.0,15.0,15.0,12.0,11.0
1.0,21.0,29.0,23.0,23.0,9.0,14.0,11.0,20.0,23.0,16.0,19.0,8.0,30.0,13.0,13.0,12.0,21.0,15.0,10.0,14.0,14.0,15.0,22.0,23.0,27.0,22.0,12.0,20.0,14.0,21.0,14.0,10.0,12.0,17.0,8.0,20.0,8.0,18.0,26.0,20.0,14.0,16.0,14.0,20.0,15.0,19.0,5.0,16.0,28.0,8.0,29.0,9.0,27.0,9.0,23.0,7.0,7.0,19.0,15.0,23.0,17.0,13.0,14.0
1.0,11.0,7.0,11.0,9.0,20.0,23.0,22.0,10.0,14.0,12.0,20.0,27.0,3.0,19.0,19.0,19.0,12.0,19.0,22.0,20.0,20.0,13.0,14.0,11.0,4.0,13.0,18.0,12.0,9.0,11.0,19.0,22.0,16.0,23.0,38.0,13.0,25.0,10.0,5.0,8.0,22.0,12.0,28.0,14.0,10.0,13.0,29.0,23.0,6.0,35.0,3.0,21.0,3.0,21.0,16.0,38.0,31.0,17.0,11.0,8.0,9.0,17.0,23.0
1.0,17.0,20.0,17.0,17.0,7.0,9.0,7.0,12.0,13.0,18.0,14.0,4.0,18.0,8.0,15.0,11.0,14.0,14.0,11.0,7.0,7.0,15.0,12.0,15.0,21.0,19.0,9.0,14.0,13.0,12.0,11.0,9.0,15.0,9.0,6.0,17.0,6.0,12.0,11.0,8.0,12.0,13.0,11.0,9.0,11.0,16.0,7.0,9.0,14.0,9.0,20.0,13.0,15.0,11.0,13.0,10.0,9.0,14.0,13.0,15.0,15.0,11.0,11.0
1.0,22.0,26.0,23.0,26.0,14.0,15.0,9.0,19.0,20.0,19.0,18.0,7.0,29.0,10.0,11.0,13.0,18.0,15.0,19.0,10.0,12.0,20.0,16.0,23.0,32.0,18.0,11.0,20.0,18.0,16.0,15.0,14.0,17.0,15.0,8.0,25.0,9.0,12.0,23.0,12.0,12.0,19.0,16.0,11.0,21.0,16.0,6.0,15.0,24.0,11.0,25.0,15.0,23.0,20.0,17.0,12.0,8.0,13.0,26.0,18.0,24.0,14.0,7.0
1.0,17.0,17.0,18.0,15.0,15.0,13.0,14.0,18.0,18.0,18.0,18.0,13.0,11.0,15.0,12.0,14.0,17.0,18.0,16.0,14.0,16.0,15.0,16.0,14.0,22.0,19.0,15.0,18.0,12.0,21.0,16.0,19.0,19.0,16.0,13.0,14.0,14.0,12.0,15.0,15.0,14.0,13.0,15.0,15.0,11.0,17.0,16.0,13.0,11.0,11.0,18.0,13.0,16.0,13.0,17.0,11.0,13.0,17.0,12.0,18.0,16.0,16.0,16.0
1.0,21.0,24.0,18.0,22.0,7.0,15.0,12.0,13.0,18.0,21.0,20.0,13.0,19.0,8.0,13.0,9.0,12.0,13.0,16.0,18.0,13.0,16.0,20.0,19.0,25.0,21.0,10.0,17.0,12.0,12.0,15.0,12.0,16.0,13.0,10.0,19.0,5.0,16.0,14.0,13.0,16.0,12.0,16.0,13.0,11.0,15.0,10.0,13.0,17.0,9.0,19.0,15.0,13.0,14.0,13.0,14.0,8.0,13.0,11.0,13.0,21.0,11.0,16.0
1.0,15.0,16.0,12.0,15.0,7.0,10.0,10.0,13.0,15.0,8.0,12.0,9.0,14.0,11.0,9.0,9.0,11.0,7.0,5.0,7.0,13.0,12.0,15.0,14.0,19.0,10.0,4.0,9.0,14.0,12.0,4.0,9.0,7.0,11.0,10.0,10.0,9.0,20.0,23.0,19.0,11.0,14.0,9.0,18.0,15.0,12.0,8.0,13.0,17.0,9.0,16.0,10.0,18.0,8.0,18.0,7.0,4.0,8.0,12.0,14.0,11.0,7.0,11.0
1.0,13.0,15.0,10.0,14.0,13.0,14.0,17.0,14.0,14.0,17.0,13.0,13.0,16.0,15.0,17.0,11.0,15.0,11.0,14.0,11.0,14.0,15.0,12.0,10.0,8.0,8.0,13.0,13.0,12.0,10.0,13.0,11.0,11.0,16.0,14.0,14.0,8.0,16.0,15.0,14.0,9.0,16.0,11.0,12.0,16.0,17.0,8.0,13.0,18.0,7.0,21.0,10.0,15.0,13.0,14.0,11.0,5.0,12.0,11.0,15.0,17.0,11.0,10.0
1.0,9.0,5.0,11.0,9.0,15.0,11.0,13.0,15.0,14.0,18.0,17.0,14.0,6.0,18.0,11.0,10.0,12.0,15.0,18.0,16.0,14.0,11.0,14.0,10.0,10.0,9.0,16.0,16.0,11.0,10.0,22.0,14.0,18.0,10.0,22.0,13.0,19.0,14.0,4.0,7.0,14.0,12.0,16.0,8.0,13.0,11.0,17.0,10.0,8.0,19.0,5.0,24.0,4.0,13.0,15.0,16.0,19.0,20.0,10.0,13.0,11.0,21.0,12.0
1.0,17.0,20.0,16.0,16.0,14.0,12.0,12.0,17.0,17.0,14.0,16.0,10.0,18.0,14.0,9.0,7.0,16.0,11.0,10.0,8.0,15.0,15.0,19.0,16.0,24.0,12.0,12.0,18.0,15.0,14.0,14.0,12.0,13.0,11.0,10.0,18.0,15.0,15.0,21.0,18.0,11.0,15.0,15.0,17.0,13.0,15.0,10.0,15.0,17.0,14.0,19.0,10.0,22.0,11.0,18.0,12.0,9.0,11.0,16.0,20.0,17.0,13.0,8.0
1.0,25.0,22.0,26.0,29.0,24.0,17.0,10.0,29.0,16.0,23.0,22.0,14.0,26.0,17.0,10.0,11.0,17.0,21.0,11.0,15.0,14.0,16.0,27.0,20.0,32.0,22.0,18.0,25.0,16.0,23.0,6.0,22.0,15.0,17.0,11.0,19.0,17.0,16.0,13.0,14.0,21.0,15.0,22.0,10.0,15.0,10.0,11.0,15.0,12.0,16.0,23.0,10.0,12.0,18.0,10.0,11.0,10.0,13.0,18.0,13.0,15.0,12.0,6.0
1.0,21.0,17.0,21.0,19.0,15.0,13.0,9.0,20.0,14.0,13.0,16.0,5.0,18.0,7.0,11.0,9.0,11.0,16.0,13.0,13.0,10.0,16.0,17.0,21.0,27.0,17.0,11.0,19.0,13.0,15.0,13.0,13.0,13.0,16.0,8.0,18.0,10.0,11.0,18.0,13.0,14.0,13.0,13.0,12.0,12.0,12.0,6.0,12.0,13.0,14.0,19.0,14.0,14.0,13.0,15.0,8.0,7.0,14.0,15.0,12.0,17.0,14.0,11.0
1.0,13.0,7.0,11.0,12.0,12.0,10.0,11.0,8.0,8.0,12.0,15.0,17.0,9.0,11.0,11.0,12.0,12.0,10.0,15.0,6.0,9.0,10.0,8.0,9.0,6.0,7.0,11.0,13.0,11.0,9.0,8.0,12.0,12.0,11.0,14.0,10.0,11.0,10.0,8.0,9.0,12.0,8.0,14.0,8.0,11.0,4.0,12.0,9.0,7.0,12.0,9.0,15.0,8.0,14.0,8.0,15.0,6.0,12.0,12.0,8.0,13.0,11.0,8.0
1.0,11.0,15.0,17.0,17.0,17.0,14.0,16.0,13.0,14.0,16.0,17.0,13.0,17.0,11.0,17.0,8.0,16.0,20.0,16.0,16.0,10.0,15.0,11.0,16.0,11.0,10.0,12.0,10.0,15.0,13.0,13.0,13.0,15.0,13.0,11.0,15.0,16.0,11.0,13.0,10.0,20.0,13.0,19.0,11.0,9.0,11.0,15.0,12.0,10.0,19.0,12.0,20.0,10.0,11.0,14.0,15.0,17.0,16.0,13.0,10.0,13.0,16.0,12.0
1.0,15.0,17.0,18.0,18.0,19.0,17.0,21.0,16.0,14.0,16.0,17.0,14.0,19.0,21.0,18.0,13.0,17.0,20.0,17.0,17.0,20.0,18.0,18.0,15.0,16.0,15.0,18.0,16.0,17.0,15.0,15.0,19.0,17.0,20.0,18.0,18.0,20.0,17.0,15.0,18.0,19.0,18.0,20.0,18.0,12.0,15.0,20.0,19.0,16.0,19.0,13.0,17.0,13.0,14.0,15.0,13.0,15.0,11.0,16.0,12.0,15.0,14.0,20.0
1.0,13.0,14.0,17.0,14.0,9.0,17.0,13.0,11.0,12.0,19.0,14.0,17.0,12.0,18.0,12.0,16.0,15.0,20.0,17.0,19.0,15.0,11.0,9.0,9.0,18.0,11.0,16.0,10.0,12.0,12.0,19.0,11.0,16.0,19.0,16.0,13.0,21.0,14.0,10.0,15.0,21.0,15.0,16.0,13.0,14.0,13.0,22.0,19.0,10.0,17.0,12.0,21.0,12.0,19.0,12.0,15.0,19.0,14.0,16.0,15.0,16.0,14.0,17.0
1.0,17.0,14.0,17.0,15.0,21.0,19.0,17.0,18.0,21.0,21.0,25.0,17.0,10.0,19.0,16.0,12.0,19.0,22.0,19.0,15.0,20.0,16.0,18.0,16.0,19.0,11.0,21.0,23.0,13.0,11.0,21.0,16.0,21.0,19.0,18.0,16.0,22.0,18.0,8.0,17.0,18.0,14.0,24.0,12.0,14.0,16.0,15.0,16.0,8.0,23.0,15.0,23.0,9.0,16.0,11.0,20.0,20.0,19.0,12.0,16.0,17.0,19.0,8.0
